Species,Rank_1,Rank_2,Rank_3,Rank_4,Rank_5,Rank_6,Rank_7,Rank_8,Rank_9,Rank_10,Rank_11,Rank_12,Rank_13,Rank_14,Rank_15,Rank_16,Rank_17,Rank_18,Rank_19,Rank_20,Rank_21,Rank_22,Rank_23,Rank_24,Rank_25
Leptotrichia sp. oral taxon 212,cellular organisms,Bacteria,Fusobacteriati,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,unclassified Leptotrichia,,,,,,,,,,,,,,,,
Leptotrichia sp. oral taxon 498,cellular organisms,Bacteria,Fusobacteriati,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,unclassified Leptotrichia,,,,,,,,,,,,,,,,
Leptotrichia sp. oral taxon 847,cellular organisms,Bacteria,Fusobacteriati,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,unclassified Leptotrichia,,,,,,,,,,,,,,,,
Leuconostoc carnosum,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,,,,,,,,,,,,,,,,,
Leuconostoc citreum,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,,,,,,,,,,,,,,,,,
Leuconostoc garlicum,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,,,,,,,,,,,,,,,,,
Leuconostoc gelidum,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc gelidum group,,,,,,,,,,,,,,,,
Leuconostoc kimchii,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,,,,,,,,,,,,,,,,,
Leuconostoc lactis,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,,,,,,,,,,,,,,,,,
Leuconostoc mesenteroides,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,,,,,,,,,,,,,,,,,
Leuconostoc phage 1-A4,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus uv1A4,,,,,,,,,,,,,,,,,
Leuconostoc phage Ln-9,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus Ln9,,,,,,,,,,,,,,,,,
Leuconostoc phage P793,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Mccleskeyvirinae,Limdunavirus,Limdunavirus P793,,,,,,,,,,,,,,,,,
Leuconostoc phage phiLN03,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Mccleskeyvirinae,Limdunavirus,Limdunavirus LN03,,,,,,,,,,,,,,,,,
Leuconostoc phage phiLN04,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Mccleskeyvirinae,Limdunavirus,Limdunavirus LN04,,,,,,,,,,,,,,,,,
Leuconostoc sp. C2,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,unclassified Leuconostoc,,,,,,,,,,,,,,,,
Limnochorda pilosa,cellular organisms,Bacteria,Bacillati,Bacillota,Limnochordia,Limnochordales,Limnochordaceae,Limnochorda,,,,,,,,,,,,,,,,,
Limnohabitans sp. 103DPR2,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,unclassified Limnohabitans,,,,,,,,,,,,,,,,
Limnohabitans sp. 63ED37-2,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,unclassified Limnohabitans,,,,,,,,,,,,,,,,
Listeria innocua,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,,,,,,,,,,,,,,,,,
Listeria ivanovii,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,,,,,,,,,,,,,,,,,
Listeria monocytogenes,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,,,,,,,,,,,,,,,,,
Listeria phage A500,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes,,,,,,,,,,,,,,,,,,,
Listeria seeligeri,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,,,,,,,,,,,,,,,,,
Listeria welshimeri,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,,,,,,,,,,,,,,,,,
Listonella phage phiHSIC,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes,,,,,,,,,,,,,,,,,,,
Loktanella vestfoldensis,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,,,,,,,,,,,,,,,,,
Luteimonas sp. 100111,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Luteimonas,,,,,,,,,,,,,,,,,
Luteipulveratus mongoliensis,cellular organisms,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Dermacoccaceae,Luteipulveratus,,,,,,,,,,,,,,,,,
Lutibacter profundi,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,,,,,,,,,,,,,,,
Lutibacter sp. LPB0138,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Urechidicola,,,,,,,,,,,,,,,
Lymantria dispar multiple nucleopolyhedrovirus,Viruses,Viruses incertae sedis,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus lydisparis,,,,,,,,,,,,,,,,,,
Lymantria xylina nucleopolyhedrovirus,Viruses,Viruses incertae sedis,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus lyxylinae,,,,,,,,,,,,,,,,,,
Lysinibacillus fusiformis,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,,,,,,,,,,,,,,,,,
Lysinibacillus sp. YS11,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,unclassified Lysinibacillus,,,,,,,,,,,,,,,,
Lysinibacillus sphaericus,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,,,,,,,,,,,,,,,,,
Lysinibacillus varians,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,,,,,,,,,,,,,,,,,
Lysobacter antibioticus,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Lysobacter,,,,,,,,,,,,,,,,,
Lysobacter capsici,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Lysobacter,,,,,,,,,,,,,,,,,
Lysobacter enzymogenes,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Lysobacter,,,,,,,,,,,,,,,,,
Lysobacter gummosus,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Lysobacter,,,,,,,,,,,,,,,,,
Macaca mulatta polyomavirus 1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,,,,,,,,,,,,,,,,,
Macrococcus canis,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Macrococcoides,,,,,,,,,,,,,,,,,
Macrococcus caseolyticus,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Macrococcoides,,,,,,,,,,,,,,,,,
Macrococcus sp. IME1552,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,unclassified Macrococcus,,,,,,,,,,,,,,,,
Mageeibacillus indolicus,cellular organisms,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Mageeibacillus,,,,,,,,,,,,,,,,,
Magnetococcus marinus,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Magnetococcia,Magnetococcales,Magnetococcaceae,Magnetococcus,,,,,,,,,,,,,,,,,
Magnetospira sp. QH-2,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Magnetospira,unclassified Magnetospira,,,,,,,,,,,,,,,,
Magnetospirillum gryphiswaldense,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,,,,,,,,,,,,,,,,,
Magnetospirillum magneticum,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Paramagnetospirillum,,,,,,,,,,,,,,,,,
Magnetospirillum sp. ME-1,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,unclassified Magnetospirillum,,,,,,,,,,,,,,,,
Magnetospirillum sp. XM-1,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,unclassified Magnetospirillum,,,,,,,,,,,,,,,,
Mahella australiensis,cellular organisms,Bacteria,Bacillati,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family IV. Incertae Sedis,Mahella,,,,,,,,,,,,,,,,,
Maize streak Reunion virus,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Geminiviridae,Mastrevirus,,,,,,,,,,,,,,,,,
Mamestra configurata nucleopolyhedrovirus A,Viruses,Viruses incertae sedis,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus maconfiguratae,,,,,,,,,,,,,,,,,,
Mannheimia haemolytica,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,,,,,,,,,,,,,,,,,
Mannheimia sp. USDA-ARS-USMARC-1261,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,unclassified Mannheimia,,,,,,,,,,,,,,,,
Mannheimia varigena,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,,,,,,,,,,,,,,,,,
Maribacter cobaltidurans,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,,,,,,,,,,,,,,,
Maribacter sp. 1_2014MBL_MicDiv,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,unclassified Maribacter,,,,,,,,,,,,,,
Maribacter sp. HTCC2170,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,unclassified Maribacter,,,,,,,,,,,,,,
Maribacter sp. T28,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,,,,,,,,,,,,,,,
Maricaulis maris,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Maricaulales,Maricaulaceae,Maricaulis,,,,,,,,,,,,,,,,,
Marichromatium purpuratum,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium,,,,,,,,,,,,,,,,,
Marinifilaceae bacterium SPP2,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Bacteroidia,Marinilabiliales,Marinifilaceae,Labilibaculum,,,,,,,,,,,,,,,
Marinilactibacillus sp. 15R,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Marinilactibacillus,unclassified Marinilactibacillus,,,,,,,,,,,,,,,,
Marinithermus hydrothermalis,cellular organisms,Bacteria,Thermotogati,Deinococcota,Deinococci,Thermales,Thermaceae,Marinithermus,,,,,,,,,,,,,,,,,
Marinobacter adhaerens,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,,,,,,,,,,,,,,,,,
Marinobacter hydrocarbonoclasticus,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,,,,,,,,,,,,,,,,,
Marinobacter psychrophilus,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,,,,,,,,,,,,,,,,,
Marinobacter salarius,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,,,,,,,,,,,,,,,,,
Marinobacter salinus,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,,,,,,,,,,,,,,,,,
Marinobacter similis,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,,,,,,,,,,,,,,,,,
Marinobacter sp. BSs20148,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,unclassified Marinobacter,,,,,,,,,,,,,,,,
Marinobacter sp. CP1,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,unclassified Marinobacter,,,,,,,,,,,,,,,,
Marinobacter sp. LQ44,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,unclassified Marinobacter,,,,,,,,,,,,,,,,
Marinobacterium aestuarii,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,,,,,,,,,,,,,,,,,
Marinomonas mediterranea,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,,,,,,,,,,,,,,,,,
Marinomonas posidonica,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,,,,,,,,,,,,,,,,,
Marinomonas sp. MWYL1,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,unclassified Marinomonas,,,,,,,,,,,,,,,,
Marinovum algicola,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Marinovum,,,,,,,,,,,,,,,,,
Mariprofundus aestuarium,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Candidatius Mariprofundia,Mariprofundales,Mariprofundaceae,Mariprofundus,,,,,,,,,,,,,,,,,
Mariprofundus ferrinatatus,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Candidatius Mariprofundia,Mariprofundales,Mariprofundaceae,Mariprofundus,,,,,,,,,,,,,,,,,
Marivirga tractuosa,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Cytophagia,Cytophagales,Marivirgaceae,Marivirga,,,,,,,,,,,,,,,
Marivivens sp. JLT3646,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Marivivens group,Marivivens,unclassified Marivivens,,,,,,,,,,,,,,,
Martelella endophytica,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Martelella,,,,,,,,,,,,,,,,,
Martelella mediterranea,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Martelella,,,,,,,,,,,,,,,,,
Martelella sp. AD-3,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Martelella,unclassified Martelella,,,,,,,,,,,,,,,,
Massilia putida,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria group,Massilia,,,,,,,,,,,,,,,,
Massilia sp. B2,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria group,Massilia,,,,,,,,,,,,,,,,
Massilia sp. NR 4-1,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria group,Massilia,unclassified Massilia,,,,,,,,,,,,,,,
Massilia sp. WG5,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria group,Massilia,unclassified Massilia,,,,,,,,,,,,,,,
Megamonas hypermegale,cellular organisms,Bacteria,Bacillati,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,,,,,,,,,,,,,,,,,
Megasphaera elsdenii,cellular organisms,Bacteria,Bacillati,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,,,,,,,,,,,,,,,,,
Meiothermus ruber,cellular organisms,Bacteria,Thermotogati,Deinococcota,Deinococci,Thermales,Thermaceae,Meiothermus,,,,,,,,,,,,,,,,,
Meiothermus silvanus,cellular organisms,Bacteria,Thermotogati,Deinococcota,Deinococci,Thermales,Thermaceae,Allomeiothermus,,,,,,,,,,,,,,,,,
Melioribacter roseus,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Ignavibacteriota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,Melioribacter,,,,,,,,,,,,,,,
Melissococcus plutonius,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus,,,,,,,,,,,,,,,,,
Melittangium boletus,cellular organisms,Bacteria,Pseudomonadati,Myxococcota,Myxococcia,Myxococcales,Cystobacterineae,Archangiaceae,Melittangium,,,,,,,,,,,,,,,,
Mesoplasma syrphidae,cellular organisms,Bacteria,Bacillati,Mycoplasmatota,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,,,,,,,,,,,,,,,,,
Mesorhizobium amorphae,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,,,,,,,,,,,,,,,,,
Mesorhizobium australicum,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,,,,,,,,,,,,,,,,,
Mesorhizobium ciceri,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,,,,,,,,,,,,,,,,,
Mesorhizobium japonicum,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,,,,,,,,,,,,,,,,,
Mesorhizobium loti,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,,,,,,,,,,,,,,,,,
Mesorhizobium opportunistum,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,,,,,,,,,,,,,,,,,
Mesorhizobium sp. B7,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aquibium,,,,,,,,,,,,,,,,,
Mesorhizobium sp. WSM1497,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,unclassified Mesorhizobium,,,,,,,,,,,,,,,,
Mesotoga prima,cellular organisms,Bacteria,Thermotogati,Thermotogota,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga,,,,,,,,,,,,,,,,,
Methanobacterium congolense,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Methanomada group,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,,,,,,,,,,,,,,,,
Methanobacterium formicicum,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Methanomada group,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,,,,,,,,,,,,,,,,
Methanobacterium lacus,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Methanomada group,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,,,,,,,,,,,,,,,,
Methanobacterium sp. MB1,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Methanomada group,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,unclassified Methanobacterium,,,,,,,,,,,,,,,
Methanobrevibacter millerae,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Methanomada group,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,,,,,,,,,,,,,,,,
Methanobrevibacter olleyae,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Methanomada group,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,,,,,,,,,,,,,,,,
Methanobrevibacter ruminantium,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Methanomada group,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,,,,,,,,,,,,,,,,
Methanobrevibacter smithii,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Methanomada group,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,,,,,,,,,,,,,,,,
Methanobrevibacter sp. AbM4,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Methanomada group,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,unclassified Methanobrevibacter,,,,,,,,,,,,,,,
Methanobrevibacter sp. YE315,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Methanomada group,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,unclassified Methanobrevibacter,,,,,,,,,,,,,,,
Methanocella arvoryzae,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella,,,,,,,,,,,,,,,,
Methanocella conradii,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella,,,,,,,,,,,,,,,,
Methanococcus aeolicus,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Methanomada group,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,,,,,,,,,,,,,,,,
Methanococcus voltae,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Methanomada group,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,,,,,,,,,,,,,,,,
Methanocorpusculum labreanum,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,,,,,,,,,,,,,,,,
Methanoculleus bourgensis,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,,,,,,,,,,,,,,,,
Methanoculleus marisnigri,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,,,,,,,,,,,,,,,,
Methanomethylovorans hollandica,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanomethylovorans,,,,,,,,,,,,,,,,
Methanoregula boonei,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,,,,,,,,,,,,,,,,
Methanoregula formicica,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,,,,,,,,,,,,,,,,
Methanosaeta harundinacea,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Methanomicrobia,Methanotrichales,Methanotrichaceae,Methanothrix,,,,,,,,,,,,,,,,
Methanosarcina acetivorans,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,,,,,,,,,,,,,,,
Methanosarcina barkeri,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,,,,,,,,,,,,,,,
